Scan_Point	Freq (Hz)	Pout (DBM)
648	6000000000	-68.6884
649	6000000000	-68.8849
650	6000000000	-69.0235
651	6000000000	-69.2302
652	6000000000	-69.4767
653	6000000000	-69.6713
654	6000000000	-69.8615
655	6000000000	-70.0959
656	6000000000	-70.4043
657	6000000000	-70.5944
658	6000000000	-70.8346
659	6000000000	-71.1459
660	6000000000	-71.4087
661	6000000000	-71.6217
662	6000000000	-71.9027
663	6000000000	-72.1203
664	6000000000	-72.3337
665	6000000000	-72.6
666	6000000000	-72.8358
667	6000000000	-72.9627
668	6000000000	-73.0865
669	6000000000	-73.1665
670	6000000000	-73.2791
671	6000000000	-73.3388
672	6000000000	-73.4399
673	6000000000	-73.3995
674	6000000000	-73.4379
675	6000000000	-73.4272
676	6000000000	-73.405
677	6000000000	-73.3225
678	6000000000	-73.3694
679	6000000000	-73.3531
680	6000000000	-73.3513
681	6000000000	-73.3168
682	6000000000	-73.3749
683	6000000000	-73.438
684	6000000000	-73.3844
685	6000000000	-73.504
686	6000000000	-73.544
687	6000000000	-73.6505
688	6000000000	-73.6668
689	6000000000	-73.8354
690	6000000000	-73.946
691	6000000000	-73.9669
692	6000000000	-74.0268
693	6000000000	-74.1429
694	6000000000	-74.1322
695	6000000000	-74.2411
696	6000000000	-74.3694
697	6000000000	-74.3933
698	6000000000	-74.3862
699	6000000000	-74.4138
700	6000000000	-74.3844
701	6000000000	-74.2885
702	6000000000	-74.2399
703	6000000000	-74.1699
704	6000000000	-74.0659
705	6000000000	-74.0427
706	6000000000	-73.884
707	6000000000	-73.7962
708	6000000000	-73.73
709	6000000000	-73.6375
710	6000000000	-73.5573
711	6000000000	-73.4596
712	6000000000	-73.327
713	6000000000	-73.2688
714	6000000000	-73.2444
715	6000000000	-73.1355
716	6000000000	-73.1724
717	6000000000	-73.2126
718	6000000000	-73.1548
719	6000000000	-73.1685
720	6000000000	-73.1485
721	6000000000	-73.2341
